,class,text,text_trat
1428,0,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,thing good thanx got exams march ive done revision ? fran still boyf ? ive gotta interviw exeter bit worried !
1429,0,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up","tell make little spreadsheet track whose idea smoke determine ""smokes much"" entire month february i'll come"
1430,1,For sale - arsenal dartboard. Good condition but no doubles or trebles!,sale - arsenal dartboard good condition doubles trebles !
1431,0,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,look back building coat want get sick hurry home wear coat gym ! ! !
1432,0,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""","painful personal thought - ""i always try keep everybody happy time nobody recognises alone"""
1433,0,Thanks for ve lovely wisheds. You rock,thanks lovely wisheds rock
1434,0,You intrepid duo you! Have a great time and see you both soon. ,intrepid duo ! great time see soon
1435,0,I asked sen to come chennai and search for job.,asked sen come chennai search job
1436,0,Dad went out oredi... ,dad went oredi
1437,0,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",jus hope true missin cos really missin ! done anything feel guilty yet
1438,0,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,wat late still early mah juz go dinner lor aiya dunno
1439,0,"Arms fine, how's Cardiff and uni? ",arms fine how's cardiff uni ?
1440,0,In fact when do you leave? I think addie goes back to school tues or wed,fact leave ? think addie goes back school tues wed
1441,0,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)","cool breeze bright sun fresh flower twittering birds waiting wish : ""goodmorning &amp ; nice day"" :"
1442,0,Ya:)going for restaurant..,ya : going restaurant
1443,0,"Its ok., i just askd did u knw tht no?",ok askd knw tht ?
1444,1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,free 1st week entry textpod chance win 40gb ipod £ 250 cash every wk txt pod 84128 ts&cs www textpod net custcare 08712405020
1445,0,Those ducking chinchillas,ducking chinchillas
1446,0,I am in a marriage function,marriage function
1447,0,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,looks like wil getting headstart im leaving bout 30ish desperate company could head earlier - goin meet rummer
1448,0,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,don‘t give flying monkeys wot think certainly don‘t mind friend mine !
1449,1,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,registered optin subscriber draw £ 100 gift voucher entered receipt correct ans 80062 whats no1 bbc charts
1450,0,say thanks2. ,say thanks2
1451,0,Msg me when rajini comes.,msg rajini comes
1452,0,Ya! when are ü taking ure practical lessons? I start in june..  ,ya ! ü taking ure practical lessons ? start june
1453,0,"That's good, because I need drugs",that's good need drugs
1454,0,Stupid.its not possible,stupid possible
1455,0,Can ü all decide faster cos my sis going home liao..,ü decide faster cos sis going home liao
1456,1,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,summers finally ! fancy chat flirt sexy singles yr area ? get matched reply summer free join optout txt stop help08714742804
1457,0,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,sleeping going take ? haha got spys wat online checking replying mails lor
1458,1,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,claire havin borin time & alone wanna cum 2nite ? chat 09099725823 hope luv claire xx calls £ 1/minmoremobsemspobox45po139wa
1459,0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fighting world easy either win lose bt fightng some1 close dificult lose - lose win - still lose
1460,1,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,bought one ringtone getting texts costing 3 pound offering tones etc
1461,0,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriage program edhae lyf nt yet ovr chikku ali vargu lyfu meow meow : -
1462,0,Kinda. First one gets in at twelve! Aah. Speak tomo,kinda first one gets twelve ! aah speak tomo
1463,1,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",09066362231 urgent ! mobile 07xxxxxxxxx £ 000 bonus caller prize 02/06/03 ! 2nd attempt reach ! call 09066362231 asap !
1464,0,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,ok good later come find ü lucky told ü go earlier later pple take finish ü
1465,0,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,wat makes thk i'll fall actually thk quite prone falls lucky dad home ask come fetch already
1466,1,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",07801543489 guaranteed latests nokia phone 40gb ipod mp3 player £ 500 prize ! txt word : collect : 83355 ! tc - llc ny - usa 150p/mt msgrcvd18+
1467,0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,account refilled successfully inr &lt ; decimal&gt ; keralacircle prepaid account balance rs &lt ; decimal&gt ; transaction id kr &lt ; #&gt ;
1468,0,I wont touch you with out your permission.,wont touch permission
1469,1,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,hi lucy hubby meetins day fri & alone hotel fancy cumin ? pls leave msg 2day 09099726395 lucy calls £ 1/minmobsmorelkpobox177hp51fl
1470,0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear","7 wonders world 7th 6th style 5th smile 4th personality 3rd nature 2nd sms 1st ""ur lovely friendship"" good morning dear"
1471,0,Take some small dose tablet for fever,take small dose tablet fever
1472,0,Oh. U must have taken your REAL Valentine out shopping first.,oh must taken real valentine shopping first
1473,0,"Just sent you an email – to an address with incomm in it, is that right?",sent email – address incomm right ?
1474,0,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",gonna blake's night ? might able get little early
1475,0,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",friendship game play word say \ 't start march ends may tomorrow yesterday today
1476,0,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",nice wait texting right ? gonna pay ticket ya know !
1477,0,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,watching lotr sis dis aft wan meet dinner nite ?
1478,0,Why you keeping me away like this,keeping away like
1479,0,I think its far more than that but find out. Check google maps for a place from your dorm.,think far find check google maps place dorm
1480,0,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,trip ok quite tiring lor uni starts today ok cos taking modules jus concentrating final yr project
1481,0,Have you always been saying welp?,always saying welp ?
1482,0,"I'm a guy, browsin is compulsory",guy browsin compulsory
1483,0,Ok...,ok
1484,0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu
1485,0,"Sorry, I'll call later",sorry i'll call later
1486,0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",add really care can't least get dude fuck hey money want
1487,0,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",hello lover ! goes new job ? ? happy ? think ? wake slave send teasing kiss across sea
1488,0,I told your number to gautham..,told number gautham
1489,0,Tell them no need to investigate about me anywhere.,tell need investigate anywhere
1490,0,Ok i juz receive..,ok juz receive
1491,0,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",cant believe said many things morning really wanted say good morning love ! beautiful morning see library later
1492,1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",account credited 500 free text messages activate txt word : credit : 80488 t&cs www 80488 biz
1493,0,In the end she might still vomit but its okay. Not everything will come out.,end might still vomit okay everything come
1494,0,How are you with moneY...as in to you...money aint a thing....how are you sha!,money money aint thing sha !
1495,0,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,everything weather keep extra warm cold nothing serious pls lots vitamin
1496,0,Hey gals.. Anyone of u going down to e driving centre tmr?,hey gals anyone going driving centre tmr ?
1497,0,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,always yahoo messenger send message get may send mobile mode sha get reply
1498,0,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,putting ready &lt ; time&gt ;
1499,0,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",time smile two crucial things life sometimes time makes us forget smile sometimes someone's smile makes us forget time gud noon
1500,1,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",sms ac jsco : energy high may know 2channel 2day leadership skills strong psychic ? reply ans w/question end ? reply end jsco
1501,0,Host-based IDPS for linux systems.,host - based idps linux systems
1502,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
1503,0,Don no da:)whats you plan?,da : whats plan ?
1504,0,Ill be there on  &lt;#&gt;  ok.,ill &lt ; #&gt ; ok
1505,0,Oh my God. I'm almost home,oh god almost home
1506,0,Total video converter free download type this in google search:),total video converter free download type google search :
1507,1,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,thanks vote sing along stars karaoke mobile free link reply sing
